scenario,fingerprint,mechanism,requested_magnitude_sigma,realised_magnitude_sigma,attenuation_ratio,realised_per_channel,recomputed_raw_shift_sigma,window_level_shift_sigma,n_affected_channels,affected_channels,drift_start_index,drift_end_index,n_drifted_rows,n_windows,n_features,outlier_rate,valid_rate
sudden_drift,7386af21ec89,offset,2.0,1.7519386211100507,0.8759693105550254,P3_LCV01D=1.6145|P3_LCP01D=1.6133|P3_LIT01=1.6956|P3_FIT01=1.8537|P4_ST_GOV=1.9826,1.7519386211100507,1.9680910817995168,5,P3_LCV01D|P3_LCP01D|P3_LIT01|P3_FIT01|P4_ST_GOV,2500,5000,2500,496,300,0.9576,1.0
