config,seed,magnitude,n_features,post_accuracy,post_macro_f1,post_mcc,post_precision,post_recall,min_r,mean_post_r,max_d,mean_post_d,nan_or_inf,within_bounds,pre_alarms,first_alarm_step,detection_delay,persistent_events,edge_pct,hybrid_pct,cloud_pct,switches,adaptation_triggers,candidate_macro_f1,validation_status,successful_deployments,final_version,baseline_hash
Config_B_Severe,42,5.0,8,0.996,0.49899799599198397,0.0,0.498,0.5,0.12611392212704003,0.32380757818078815,0.9651778611775044,0.8926195247365452,False,True,0,12511,11,100,50.032,0.08,49.888,2,2,0.4168552168132304,REJECTED,0,v1,30f593b9ae70ed6905bcf05e83131563dbbfa18a4d5aec11295bfcfba124a49c
Config_B_Severe,123,5.0,8,0.996,0.49899799599198397,0.0,0.498,0.5,0.12611392212704003,0.32380757818078815,0.9651778611775044,0.8926195247365452,False,True,0,12511,11,100,50.032,0.08,49.888,2,2,0.4168688188094794,REJECTED,0,v1,93d0f392ba4bea516f385cd682cc9d499920a285ecb3d6bddb5b9f5f00ebedd9
Config_B_Severe,456,5.0,8,0.996,0.49899799599198397,0.0,0.498,0.5,0.12611392212704003,0.32380757818078815,0.9651778611775044,0.8926195247365452,False,True,0,12511,11,100,50.032,0.08,49.888,2,2,0.4168552168132304,REJECTED,0,v1,43adbe478ff90142cf4e93345a60ef04b149e4f5045b114622f56b6a2e31f39a
Config_B_Severe,789,5.0,8,0.996,0.49899799599198397,0.0,0.498,0.5,0.12611392212704003,0.32380757818078815,0.9651778611775044,0.8926195247365452,False,True,0,12511,11,100,50.032,0.08,49.888,2,2,0.41644686165122197,REJECTED,0,v1,2f88296048fad99b0f5d924cf14a3e2a28f4bc6a9fb57d1ad8757c190d4efc7b
Config_B_Severe,2024,5.0,8,0.996,0.49899799599198397,0.0,0.498,0.5,0.12611392212704003,0.32380757818078815,0.9651778611775044,0.8926195247365452,False,True,0,12511,11,100,50.032,0.08,49.888,2,2,0.41682801091697963,REJECTED,0,v1,9c1de87a4271de11c54d7d656df61d65b00865808022c7d7460adc2e77972705
