scenario,adaptation,mean_normalized_shift_sigma,per_channel_min,per_channel_max,retained_fraction_vs_frozen
sudden_drift,frozen_after_baseline,1.965347587213246,1.5080447600663947,2.837719082737656,1.0
sudden_drift,running,1.4649479657174251,1.217654174872195,2.0195348213476008,0.7453887420467136
sudden_drift,rolling,0.2620995882967095,0.03142710269704986,0.3761842224086571,0.13336042438597448
